onset_strength_mean,mfcc_1,spectral_bandwidth,spectral_rolloff,spectral_centroid,mfcc_4,mfcc_2,rms,genre
-0.33150526114780227,-0.3086753000878617,0.2175351689033817,0.24559816446019173,0.08643428735439733,1.6534830230692206,-0.6655074873459756,-0.1262253513193686,blues
0.21145237960560404,-0.193351880009271,-0.15121536547157455,0.034572941251514944,0.06632727421641746,0.5248453862596434,-0.06282813595578321,-0.1791436712926238,blues
-0.39945659685968504,-1.6670662835322678,-1.167604155005277,-1.418808870744828,-1.2115285005013576,0.20157870839734557,0.6893022692305513,-0.6641055264940711,blues
0.1478139900046484,-1.2926675258819407,-0.964738693641486,-1.0119669618298184,-0.9485600148901849,0.5900199240770343,0.2409480850505153,-0.5067387893944214,blues
0.23560122026476485,-1.1355460451020947,-1.1020727069029799,-1.3126351864630874,-1.091301513294585,0.479136360714945,0.9395389292617801,-0.2368998626779167,blues
0.3292949879066536,-0.45020108143416965,-0.3716762251382982,-0.5523822778399547,-0.5601849946205347,0.7080226234681164,0.3936160044199476,0.10851449468208746,blues
-0.5108395678462869,-0.447745588666683,-0.7709584475221386,-0.6890542214902744,-0.6297652322070834,-0.024872753358170838,0.878645403634946,-0.19309428430122422,blues
0.20960743726962155,0.640009712446399,-0.20313578683109187,-0.20345188183422547,-0.13951555906992766,0.05252811865710494,0.3166260633894626,1.2677554471250239,blues
0.25420077378701844,0.5164903377819141,-0.4807014426895797,-0.4247643237245841,-0.3587541133757946,0.023710854164463804,0.48924725234007743,1.3494623786315643,blues
-1.172525393474994,-1.8097000579941789,-1.8248863746555612,-1.731372537649249,-1.5384661930552892,-0.839687890680881,1.6526431864086994,-0.6324346693770856,blues
-0.11538162194162942,0.7342980618323025,-0.39451761449095696,-0.21483315646739798,-0.08690282419395831,0.1641530815974923,0.2064867489443631,1.4141064585037617,blues
-0.5433599725767906,-1.5282227550840506,-0.9507595178989366,-1.204064630485502,-1.0111496251442305,-0.2830844378652833,0.9641061512639989,-0.795219627971376,blues
0.6592934185573638,-0.09992198530933473,-0.13575137564590803,0.012069408765204974,-0.04701218602597353,0.2015993995824445,0.16976202149740618,-0.18065195492738248,blues
0.8965245930643262,0.26639681004674837,0.04966208736409846,0.0193798674375315,0.013635590325816446,0.7084126875527389,-0.13272255317795764,0.7838428776291038,blues
1.1169360858047035,-0.42063957018175896,-1.0555541900647014,-0.8786583703978615,-0.7503627873435404,-0.41420265336459816,0.9004685222399995,0.23139357188199966,blues
0.13621292624951442,0.07918819401154586,0.20149292164560056,0.2087559269418042,0.059114687492065186,1.5382005303411974,-0.17945250709003796,0.14184810200381187,blues
0.2281593574258927,-1.0147231804264936,-1.1287866094289112,-1.121310702225418,-1.0325972336445137,1.2329852321331205,0.7569701621003824,-0.37073196268170305,blues
-0.2598967887030665,0.10978274636692521,-0.02573884525359618,0.0063091848509974815,-0.057589242208070004,0.928744244097933,0.09840557016029666,0.019261271601682655,blues
-0.26701117215081216,-0.6758714730346346,-0.8352861194035149,-0.9931940441604283,-0.9102879449982747,0.25879957954185007,0.6550596710572013,0.21069004335619235,blues
-0.18133533336764046,-0.33749641826984017,0.10270171183359081,-0.04988972457238072,-0.4414794323255252,1.8132585299306914,-0.2011176973725133,0.2930830687436422,blues
0.060893516886240714,0.2936389475552483,-0.2078303662583013,-0.2247337829400727,-0.2480057801980397,0.8349822010196319,0.20150366173343304,0.6749072268570427,blues
0.5821405499016922,0.2328364366077479,-0.705052552660859,-0.7503136229295571,-0.6163246136979565,-0.2190245702639887,0.9764182377133206,0.5984156194583319,blues
0.1870296470920467,-0.008185710252443601,-0.28216408131344417,-0.40673752901857774,-0.4599276755966034,0.37954558176853675,0.5593391613238978,0.22621889687153313,blues
0.5196585453195326,-1.211911492499655,-1.1510985122206268,-1.0837532691203677,-1.022417543341967,1.3857454735441017,0.7431871153548077,-0.3959212650789624,blues
0.16963134751815276,0.34307375756820296,-0.39764549548333517,-0.19555766892629814,-0.035751567903950655,0.9947974316392688,0.17004584616898072,0.5171779492166557,blues
0.29610176188165377,0.21728805623824343,-0.458700499184339,-0.38547109160109105,-0.30272024154680216,0.8668959697800889,0.3925567177464295,0.6034109668210389,blues
0.47455676515006817,-0.9861768967817116,-1.2063588587653618,-1.1714053206685728,-1.0516649438459986,0.971768515811756,0.9773568814674716,-0.32457693385161157,blues
-0.010761100381789743,0.05624190207373199,0.18406854652713533,0.2730964682868744,0.2851965746855573,0.5185389286610232,-0.2257052357353345,-0.214847109761591,blues
0.1486747929756097,-0.8411557677456178,-1.0773300805749582,-0.9919337535590649,-0.9379686923467279,1.1032485989911496,0.9142211176899339,-0.2273462018943198,blues
-0.24773177991853831,-0.7310678157761201,-0.36856130897991635,-0.3318082270687999,-0.3681650074564131,0.08486056255973615,0.38886839173179,-0.4592768134808757,blues
-0.3303195305731779,-0.196255227968777,-0.25213475015579045,-0.3391650768062073,-0.37349802934138315,0.8303346871754046,0.10262677060337008,0.17486662267580935,blues
0.018995718525934492,-0.9333236896021254,-0.21682847708747816,-0.6557145093854925,-0.7310472937638729,-0.28037385115200975,0.2381825960106106,0.1233462498647462,blues
0.17100888745043702,-0.6859013993527384,-0.2715079686852155,-0.5143222748631948,-0.6375091056666565,-0.045680829140154776,0.5939004520645934,-0.29502672442341943,blues
-0.15321952644778852,0.9187604073271297,0.20438088588726144,0.2829275081619279,0.21911647365519055,0.34045889648395,-0.12799283934296216,1.6686597525471596,blues
0.20568108695938794,-0.6281613618637496,-0.4667686853707083,-0.9457321186606129,-0.9028294003021214,-0.48436094715040084,0.4163872973373294,0.8476521912311406,blues
-0.08970362264507215,-0.8486620631029305,-1.0814970168238052,-0.8574073966687352,-0.7672545301452334,1.3779800593368459,0.7412296316862331,-0.29674510325477094,blues
-0.11788109776195452,0.08819190878231482,0.22422413108618255,0.16389576700860742,-0.05034704262268218,0.4306552968811877,0.050763704547489574,0.05753805620148686,blues
0.0603023527905708,-0.5691893291891253,-0.11965849466636236,-0.5602455633711616,-0.6526248072601234,-0.4383779603633189,0.29571825029365767,0.514691841438696,blues
0.3755448597856581,-0.8920874149288068,-0.04663436945074403,-0.4170170158560795,-0.5261714969920437,-0.5487782041792877,0.06402768455135578,0.028103674242715194,blues
0.3289592152062717,-0.45204364518798307,-0.7321061971449287,-0.5464712829642345,-0.354291803649376,-0.25741190178528855,0.45949680140520416,-0.21030304598284286,blues
0.3262700565178393,-0.6836548060116063,-0.973686196984822,-0.8912574104894067,-0.796670434873451,0.9956715201801255,0.7994413512230122,-0.03584073584837606,blues
-0.24533097321346173,-0.48983500702360394,0.20884629325057588,0.055340674719382185,-0.2782651822570346,1.2681820575496914,-0.18042090478191328,-0.22048795805300614,blues
-0.6199744140777006,-0.233013737537069,0.1320723462083612,0.08834018568023812,-0.18440744416811444,1.4317603471474984,-0.11092488813681678,-0.11208591090158036,blues
0.15050187279934887,-0.27717114219262695,-0.5230394406134664,-0.7316528170007791,-0.7206497014239739,0.36783391488417716,0.6328964742420626,0.40154137334749607,blues
0.07727705564555315,0.19598653058986884,-0.27899407102302415,-0.19810531158365566,-0.13248529745787763,0.988851639227004,0.15803292626537233,0.44607582821862135,blues
-0.2079893913689189,0.7098855713067864,-0.0938015471577395,-0.08167147007486364,-0.10766388315064207,0.8061526213326534,0.12325208400763969,1.5435687805410025,blues
0.31967389857410344,-0.5817307695144767,-1.0281860624747043,-1.199452585432046,-1.1287540754624656,0.09202381766877953,1.2415574363970063,0.2225117441081378,blues
-0.6356849188935618,0.01294397496385619,0.4429188917563372,0.464853935798632,0.3616059994992424,0.33725864603353317,-0.2508210459643479,-0.20570117514519246,blues
0.02440848503355398,-0.7038414932524404,-0.5858176298680566,-0.9039530986332033,-0.8306075140514266,0.41662455865370474,0.6050493455110003,-0.10163927254375363,blues
0.1927762724594509,0.7158626520498178,-0.07932669656286807,-0.013932783212620177,-0.06377293790490049,0.06186996067016239,0.23782601366319425,1.4492081892704618,blues
-0.26856053243895994,0.2435312532130335,0.09734885109864559,0.1887613778919512,0.2060352870617979,0.7223537363345921,-0.10777875790141384,-0.01890773674494694,blues
0.0018955527873386819,-0.6812473876507118,-0.3239924964689311,-0.7627541602154094,-0.7794586240198169,-0.35908195824029554,0.45022147622488384,0.5369796741487505,blues
0.1361693332136827,-0.47098346643656,-0.8149065025416447,-0.9388237158856538,-0.842412579263406,0.2564332377558151,0.7670151379666846,0.3137660481401197,blues
0.07817273304517991,0.49103354682841593,-0.3486019426040473,-0.276378636141346,-0.16788408537344604,1.1227187968428325,0.24572033771835117,0.8832577686825607,blues
0.1300478077381254,0.26815247793371955,-0.1809806086819862,-0.1249156745744103,0.024483550431447787,1.297580707024844,-0.15056073620168092,0.5360247572316879,blues
-0.2106183704030077,-0.008847657850907683,-0.01707812254759887,0.16094993437597235,0.15188369446696348,0.45900603527453154,-0.054362303843678725,-0.06390628752602269,blues
-0.07960534905688046,0.0851190808362295,0.22904215166253913,0.2507862319050684,0.06527318130892049,1.1407798379121397,-0.2674839484479556,0.15751832903733,blues
0.3799881597061701,-0.4644009707646827,-0.958401271647182,-0.7907473020696216,-0.7110962322758767,0.12425641312708503,0.8836105919927134,0.10764289718558676,blues
-0.06074912824560789,0.2975691679868278,-0.06093610434840406,0.19445974705271774,0.27636674808016354,1.604311561977149,-0.09928796037593703,0.21875462215047012,blues
0.2005496550195998,-0.9297809756393961,-0.7297302406262189,-0.8023914594049187,-0.7405873050668055,0.2208352355540075,0.5036402548090034,-0.4668536031067947,blues
0.1145006173199173,0.5062693727417054,0.46125893736780477,0.5164176046360137,0.28718469190368384,0.17542086243679153,-0.24603949519097315,0.8393630317884473,blues
0.031058230514019274,0.19580572046491093,-0.06766485282554016,0.04461660684152227,0.04564180557824506,0.48514837321258647,0.0686114181293906,0.07701380232240629,blues
-0.5308659958584486,-1.0670290789771821,-0.47133800821292543,-0.7483845278066112,-0.8361601478990126,1.2684278638528317,0.2883321606872567,-0.377781661525791,blues
